arm,block,goal_idx,mean_dist_to_quad_center
trace,exposure,89,228.2
trace,exposure,90,104.1
trace,exposure,91,100.6
trace,exposure,92,104.4
trace,exposure,93,361.8
trace,exposure,94,110.3
trace,exposure,95,171.0
trace,exposure,96,161.0
trace,exposure,97,100.7
trace,exposure,98,47.8
trace,exposure,99,132.0
trace,exposure,100,80.1
trace,exposure,101,108.6
trace,exposure,102,160.7
trace,exposure,103,345.0
trace,exposure,104,194.5
trace,exposure,105,114.2
trace,exposure,106,159.4
trace,exposure,107,177.2
trace,exposure,108,373.9
trace,exposure,109,180.3
trace,exposure,110,87.2
trace,exposure,111,97.5
trace,exposure,112,138.9
trace,exposure,113,149.1
trace,exposure,114,252.9
trace,exposure,115,81.7
trace,exposure,116,141.3
trace,exposure,117,148.2
trace,exposure,118,195.5
trace,exposure,119,67.0
trace,test,0,159.2
trace,test,1,210.8
trace,test,2,313.7
trace,test,3,205.7
trace,test,4,298.1
trace,test,5,147.7
trace,test,6,212.5
trace,test,7,227.6
trace,test,8,276.9
trace,test,9,214.4
trace,test,10,258.1
trace,test,11,208.3
trace,test,12,384.8
trace,test,13,190.7
trace,test,14,166.8
trace,test,15,95.8
trace,test,16,264.5
trace,test,17,200.7
trace,test,18,261.3
trace,test,19,187.1
trace,test,20,127.3
trace,test,21,252.2
trace,test,22,118.5
trace,test,23,159.9
trace,test,24,314.5
trace,test,25,103.6
trace,test,26,263.4
trace,test,27,182.6
trace,test,28,121.7
trace,test,29,211.1
trace,test,30,435.6
trace,test,31,95.0
trace,test,32,195.1
trace,test,33,410.0
trace,test,34,136.0
trace,test,35,110.9
trace,test,36,310.6
trace,test,37,203.7
trace,test,38,269.6
trace,test,39,186.4
trace,test,40,63.1
trace,test,41,345.5
trace,test,42,111.2
trace,test,43,218.4
trace,test,44,318.3
trace,test,45,245.5
trace,test,46,252.5
trace,test,47,200.0
trace,test,48,145.0
trace,test,49,198.5
trace,test,50,246.1
trace,test,51,102.4
trace,test,52,212.1
trace,test,53,286.9
trace,test,54,162.0
trace,test,55,218.6
trace,test,56,262.7
trace,test,57,143.5
trace,test,58,227.7
trace,test,59,231.9
trace,test,60,108.0
trace,test,61,228.5
trace,test,62,115.8
trace,test,63,230.7
trace,test,64,281.8
trace,test,65,294.8
trace,test,66,146.6
trace,test,67,185.3
trace,test,68,211.8
trace,test,69,206.2
trace,test,70,225.9
trace,test,71,176.6
trace,test,72,356.7
trace,test,73,305.9
trace,test,74,166.5
trace,test,75,305.5
trace,test,76,86.5
trace,test,77,288.7
trace,test,78,210.9
trace,test,79,168.5
trace,exposure,0,149.7
trace,exposure,1,54.2
trace,exposure,2,186.5
trace,exposure,3,126.5
trace,exposure,4,88.5
trace,exposure,5,240.1
trace,exposure,6,170.4
trace,exposure,7,68.6
trace,exposure,8,115.1
trace,exposure,9,117.8
trace,exposure,10,131.6
trace,exposure,11,180.9
trace,exposure,12,320.7
trace,exposure,13,165.6
trace,exposure,14,80.7
trace,exposure,15,150.5
trace,exposure,16,117.2
trace,exposure,17,64.2
trace,exposure,18,122.0
trace,exposure,19,66.6
trace,exposure,20,83.7
trace,exposure,21,233.6
trace,exposure,22,73.7
trace,exposure,23,85.1
trace,exposure,24,131.5
trace,exposure,25,158.4
trace,exposure,26,98.8
trace,exposure,27,73.6
trace,exposure,28,266.8
trace,exposure,29,90.6
trace,exposure,30,99.4
trace,exposure,31,80.1
trace,exposure,32,304.1
trace,exposure,33,168.4
trace,exposure,34,83.1
trace,exposure,35,94.5
trace,exposure,36,98.6
trace,exposure,37,40.7
trace,exposure,38,205.0
trace,exposure,39,105.1
trace,exposure,40,103.9
trace,exposure,41,71.7
trace,exposure,42,92.0
trace,exposure,43,87.4
trace,exposure,44,167.5
trace,exposure,45,149.3
trace,exposure,46,341.1
trace,exposure,47,145.8
trace,exposure,48,302.8
trace,exposure,49,80.4
trace,exposure,50,46.3
trace,exposure,51,161.5
trace,exposure,52,287.0
trace,exposure,53,268.3
trace,exposure,54,279.9
trace,exposure,55,262.0
trace,exposure,56,101.0
trace,exposure,57,170.0
trace,exposure,58,297.7
trace,exposure,59,91.6
trace,exposure,60,49.5
trace,exposure,61,75.6
trace,exposure,62,281.9
trace,exposure,63,142.9
trace,exposure,64,176.9
trace,exposure,65,165.0
trace,exposure,66,101.1
trace,exposure,67,101.5
trace,exposure,68,72.8
trace,exposure,69,94.9
trace,exposure,70,258.9
trace,exposure,71,96.7
trace,exposure,72,347.9
trace,exposure,73,125.0
trace,exposure,74,243.8
trace,exposure,75,91.6
trace,exposure,76,165.8
trace,exposure,77,100.3
trace,exposure,78,105.9
trace,exposure,79,81.9
trace,exposure,80,105.7
trace,exposure,81,71.2
trace,exposure,82,223.0
trace,exposure,83,182.2
trace,exposure,84,247.3
trace,exposure,85,170.8
trace,exposure,86,161.5
trace,exposure,87,93.0
trace,exposure,88,222.2
trace,exposure,89,373.4
trace,exposure,90,133.7
trace,exposure,91,68.7
trace,exposure,92,86.0
trace,exposure,93,100.0
trace,exposure,94,83.8
trace,exposure,95,162.1
trace,exposure,96,65.3
trace,exposure,97,178.4
trace,exposure,98,73.3
trace,exposure,99,104.6
trace,exposure,100,156.5
trace,exposure,101,75.7
trace,exposure,102,318.5
trace,exposure,103,66.8
trace,exposure,104,287.3
trace,exposure,105,146.5
trace,exposure,106,99.5
trace,exposure,107,96.5
trace,exposure,108,237.5
trace,exposure,109,115.1
trace,exposure,110,139.6
trace,exposure,111,95.5
trace,exposure,112,104.4
trace,exposure,113,147.8
trace,exposure,114,374.6
trace,exposure,115,143.2
trace,exposure,116,181.6
trace,exposure,117,70.7
trace,exposure,118,85.3
trace,exposure,119,80.0
trace,test,0,341.4
trace,test,1,315.5
trace,test,2,495.2
trace,test,3,297.9
trace,test,4,272.6
trace,test,5,199.3
trace,test,6,287.7
trace,test,7,214.7
trace,test,8,286.2
trace,test,9,71.6
trace,test,10,160.7
trace,test,11,84.8
trace,test,12,286.4
trace,test,13,200.9
trace,test,14,133.1
trace,test,15,351.6
trace,test,16,280.6
trace,test,17,73.7
trace,test,18,209.6
trace,test,19,227.3
trace,test,20,292.9
trace,test,21,226.8
trace,test,22,240.7
trace,test,23,346.5
trace,test,24,182.4
trace,test,25,175.6
trace,test,26,338.5
trace,test,27,282.1
trace,test,28,153.4
trace,test,29,212.0
trace,test,30,201.1
trace,test,31,65.9
trace,test,32,127.1
trace,test,33,261.2
trace,test,34,362.6
trace,test,35,251.3
trace,test,36,207.6
trace,test,37,360.6
trace,test,38,238.8
trace,test,39,381.5
trace,test,40,257.6
trace,test,41,132.5
trace,test,42,254.9
trace,test,43,101.9
trace,test,44,241.1
trace,test,45,301.4
trace,test,46,163.3
trace,test,47,91.8
trace,test,48,258.0
trace,test,49,277.4
trace,test,50,102.2
trace,test,51,186.7
trace,test,52,209.6
trace,test,53,263.8
trace,test,54,73.4
trace,test,55,332.1
trace,test,56,146.2
trace,test,57,124.4
trace,test,58,234.2
trace,test,59,61.1
trace,test,60,420.7
trace,test,61,219.4
trace,test,62,325.0
trace,test,63,230.7
trace,test,64,119.2
trace,test,65,300.0
trace,test,66,199.0
trace,test,67,61.7
trace,test,68,254.3
trace,test,69,237.9
trace,test,70,66.8
trace,test,71,259.4
trace,test,72,103.9
trace,test,73,217.3
trace,test,74,313.6
trace,test,75,332.1
trace,test,76,215.0
trace,test,77,109.7
trace,test,78,182.5
trace,test,79,218.9
trace,exposure,0,317.3
trace,exposure,1,99.7
trace,exposure,2,317.9
trace,exposure,3,156.0
trace,exposure,4,72.0
trace,exposure,5,104.2
trace,exposure,6,109.7
trace,exposure,7,284.8
trace,exposure,8,93.1
trace,exposure,9,73.9
trace,exposure,10,108.9
trace,exposure,11,255.5
trace,exposure,12,81.3
trace,exposure,13,445.2
trace,exposure,14,177.8
trace,exposure,15,138.0
trace,exposure,16,121.8
trace,exposure,17,105.3
trace,exposure,18,220.9
trace,exposure,19,64.9
trace,exposure,20,211.9
trace,exposure,21,111.2
trace,exposure,22,260.0
trace,exposure,23,73.7
trace,exposure,24,146.6
trace,exposure,25,107.8
trace,exposure,26,194.6
trace,exposure,27,77.4
trace,exposure,28,366.8
trace,exposure,29,153.3
trace,exposure,30,110.4
trace,exposure,31,213.0
trace,exposure,32,96.1
trace,exposure,33,238.7
trace,exposure,34,279.8
trace,exposure,35,81.0
trace,exposure,36,261.8
trace,exposure,37,268.5
trace,exposure,38,179.0
trace,exposure,39,159.7
trace,exposure,40,158.7
trace,exposure,41,228.8
trace,exposure,42,92.3
trace,exposure,43,157.5
trace,exposure,44,233.7
trace,exposure,45,148.2
trace,exposure,46,102.7
trace,exposure,47,242.9
trace,exposure,48,86.4
trace,exposure,49,323.7
trace,exposure,50,104.0
trace,exposure,51,112.9
trace,exposure,52,196.7
trace,exposure,53,80.5
trace,exposure,54,247.6
trace,exposure,55,99.6
trace,exposure,56,94.6
trace,exposure,57,100.9
trace,exposure,58,99.9
trace,exposure,59,68.9
trace,exposure,60,239.7
trace,exposure,61,90.2
trace,exposure,62,87.8
trace,exposure,63,94.0
trace,exposure,64,108.5
trace,exposure,65,294.2
trace,exposure,66,171.0
trace,exposure,67,108.6
trace,exposure,68,90.3
trace,exposure,69,85.2
trace,exposure,70,433.9
trace,exposure,71,97.9
trace,exposure,72,299.5
trace,exposure,73,91.9
trace,exposure,74,88.4
trace,exposure,75,79.2
trace,exposure,76,75.4
trace,exposure,77,304.8
trace,exposure,78,71.7
trace,exposure,79,82.2
trace,exposure,80,92.2
trace,exposure,81,81.6
trace,exposure,82,66.3
trace,exposure,83,139.9
trace,exposure,84,90.4
trace,exposure,85,298.4
trace,exposure,86,100.4
trace,exposure,87,128.0
trace,exposure,88,233.5
trace,exposure,89,58.2
trace,exposure,90,83.8
trace,exposure,91,275.1
trace,exposure,92,85.7
trace,exposure,93,84.0
trace,exposure,94,80.0
trace,exposure,95,89.8
trace,exposure,96,66.3
trace,exposure,97,81.6
trace,exposure,98,319.3
trace,exposure,99,239.0
trace,exposure,100,120.3
trace,exposure,101,89.9
trace,exposure,102,89.5
trace,exposure,103,72.7
trace,exposure,104,59.6
trace,exposure,105,155.3
trace,exposure,106,95.9
trace,exposure,107,84.5
trace,exposure,108,86.8
trace,exposure,109,394.1
trace,exposure,110,204.2
trace,exposure,111,238.0
trace,exposure,112,232.3
trace,exposure,113,86.9
trace,exposure,114,114.7
trace,exposure,115,102.7
trace,exposure,116,208.8
trace,exposure,117,109.4
trace,exposure,118,85.3
trace,exposure,119,85.0
trace,test,0,315.3
trace,test,1,86.0
trace,test,2,295.3
trace,test,3,257.3
trace,test,4,75.9
trace,test,5,117.1
trace,test,6,309.9
trace,test,7,79.8
trace,test,8,226.2
trace,test,9,121.5
trace,test,10,238.9
trace,test,11,539.8
trace,test,12,185.2
trace,test,13,266.1
trace,test,14,321.2
trace,test,15,305.9
trace,test,16,138.2
trace,test,17,116.2
trace,test,18,399.2
trace,test,19,297.9
trace,test,20,122.7
trace,test,21,300.6
trace,test,22,130.0
trace,test,23,170.3
trace,test,24,268.6
trace,test,25,260.4
trace,test,26,187.6
trace,test,27,150.7
trace,test,28,313.7
trace,test,29,103.5
trace,test,30,157.2
trace,test,31,274.5
trace,test,32,122.0
trace,test,33,161.2
trace,test,34,221.8
trace,test,35,251.9
trace,test,36,444.2
trace,test,37,229.4
trace,test,38,334.0
trace,test,39,190.2
trace,test,40,147.3
trace,test,41,204.0
trace,test,42,225.2
trace,test,43,142.9
trace,test,44,203.4
trace,test,45,110.1
trace,test,46,261.0
trace,test,47,170.6
trace,test,48,153.3
trace,test,49,337.1
trace,test,50,135.5
trace,test,51,169.8
trace,test,52,217.6
trace,test,53,305.6
trace,test,54,196.3
trace,test,55,238.9
trace,test,56,283.4
trace,test,57,449.4
trace,test,58,318.9
trace,test,59,136.3
trace,test,60,81.9
trace,test,61,167.8
trace,test,62,383.2
trace,test,63,157.9
trace,test,64,258.4
trace,test,65,184.3
trace,test,66,229.6
trace,test,67,181.8
trace,test,68,64.3
trace,test,69,287.7
trace,test,70,263.3
trace,test,71,327.0
trace,test,72,131.6
trace,test,73,330.1
trace,test,74,208.3
trace,test,75,382.4
trace,test,76,109.0
trace,test,77,220.6
trace,test,78,276.7
trace,test,79,260.9
control,exposure,0,77.6
control,exposure,1,165.7
control,exposure,2,98.4
control,exposure,3,76.6
control,exposure,4,60.7
control,exposure,5,141.3
control,exposure,6,248.9
control,exposure,7,160.5
control,exposure,8,55.9
control,exposure,9,67.1
control,exposure,10,145.7
control,exposure,11,222.2
control,exposure,12,170.3
control,exposure,13,107.5
control,exposure,14,357.9
control,exposure,15,134.4
control,exposure,16,134.2
control,exposure,17,302.0
control,exposure,18,216.3
control,exposure,19,57.8
control,exposure,20,79.4
control,exposure,21,157.0
control,exposure,22,172.2
control,exposure,23,190.7
control,exposure,24,110.3
control,exposure,25,126.4
control,exposure,26,84.4
control,exposure,27,335.5
control,exposure,28,106.2
control,exposure,29,73.6
control,exposure,30,105.9
control,exposure,31,109.5
control,exposure,32,128.5
control,exposure,33,203.6
control,exposure,34,170.8
control,exposure,35,113.1
control,exposure,36,91.7
control,exposure,37,87.7
control,exposure,38,190.4
control,exposure,39,96.3
control,exposure,40,118.0
control,exposure,41,75.1
control,exposure,42,224.0
control,exposure,43,188.0
control,exposure,44,96.9
control,exposure,45,165.5
control,exposure,46,345.9
control,exposure,47,202.1
control,exposure,48,143.1
control,exposure,49,91.4
control,exposure,50,88.9
control,exposure,51,222.0
control,exposure,52,508.3
control,exposure,53,91.8
control,exposure,54,223.0
control,exposure,55,281.7
control,exposure,56,183.6
control,exposure,57,124.8
control,exposure,58,321.0
control,exposure,59,238.9
control,exposure,60,119.0
control,exposure,61,114.2
control,exposure,62,465.1
control,exposure,63,208.4
control,exposure,64,327.3
control,exposure,65,201.5
control,exposure,66,135.7
control,exposure,67,150.1
control,exposure,68,48.9
control,exposure,69,188.6
control,exposure,70,101.8
control,exposure,71,401.0
control,exposure,72,169.5
control,exposure,73,333.1
control,exposure,74,119.5
control,exposure,75,208.9
control,exposure,76,172.7
control,exposure,77,88.8
control,exposure,78,51.4
control,exposure,79,112.6
control,exposure,80,131.5
control,exposure,81,185.3
control,exposure,82,353.4
control,exposure,83,160.3
control,exposure,84,103.3
control,exposure,85,126.2
control,exposure,86,204.2
control,exposure,87,340.3
control,exposure,88,193.3
control,exposure,89,189.2
control,exposure,90,158.7
control,exposure,91,189.0
control,exposure,92,101.8
control,exposure,93,286.5
control,exposure,94,105.4
control,exposure,95,160.6
control,exposure,96,99.1
control,exposure,97,196.0
control,exposure,98,199.4
control,exposure,99,185.4
control,exposure,100,132.5
control,exposure,101,110.2
control,exposure,102,142.9
control,exposure,103,220.2
control,exposure,104,109.9
control,exposure,105,82.7
control,exposure,106,85.5
control,exposure,107,105.8
control,exposure,108,140.8
control,exposure,109,160.4
control,exposure,110,187.4
control,exposure,111,190.0
control,exposure,112,184.5
control,exposure,113,140.9
control,exposure,114,215.1
control,exposure,115,201.8
control,exposure,116,67.8
control,exposure,117,128.4
control,exposure,118,98.6
control,exposure,119,206.6
control,test,0,266.1
control,test,1,285.1
control,test,2,154.0
control,test,3,444.7
control,test,4,140.0
control,test,5,274.9
control,test,6,94.0
control,test,7,352.8
control,test,8,200.0
control,test,9,200.2
control,test,10,233.1
control,test,11,140.3
control,test,12,206.1
control,test,13,162.1
control,test,14,202.1
control,test,15,233.7
control,test,16,207.1
control,test,17,102.2
control,test,18,197.6
control,test,19,262.5
control,test,20,269.4
control,test,21,306.1
control,test,22,225.2
control,test,23,148.9
control,test,24,224.8
control,test,25,400.4
control,test,26,199.7
control,test,27,276.5
control,test,28,100.1
control,test,29,74.1
control,test,30,234.7
control,test,31,303.0
control,test,32,320.1
control,test,33,235.3
control,test,34,136.4
control,test,35,353.1
control,test,36,205.8
control,test,37,297.5
control,test,38,106.4
control,test,39,217.1
control,test,40,306.9
control,test,41,344.9
control,test,42,353.4
control,test,43,258.1
control,test,44,298.5
control,test,45,196.9
control,test,46,83.8
control,test,47,262.1
control,test,48,199.9
control,test,49,204.5
control,test,50,231.1
control,test,51,320.8
control,test,52,174.0
control,test,53,266.2
control,test,54,312.7
control,test,55,143.9
control,test,56,319.4
control,test,57,206.6
control,test,58,56.1
control,test,59,207.1
control,test,60,458.3
control,test,61,247.9
control,test,62,105.3
control,test,63,241.7
control,test,64,221.0
control,test,65,254.1
control,test,66,227.1
control,test,67,180.1
control,test,68,281.8
control,test,69,272.4
control,test,70,205.7
control,test,71,83.7
control,test,72,369.1
control,test,73,166.1
control,test,74,318.5
control,test,75,304.6
control,test,76,220.1
control,test,77,139.3
control,test,78,203.3
control,test,79,227.9
control,exposure,0,141.6
control,exposure,1,57.2
control,exposure,2,188.0
control,exposure,3,110.2
control,exposure,4,187.4
control,exposure,5,277.8
control,exposure,6,307.9
control,exposure,7,144.4
control,exposure,8,102.9
control,exposure,9,61.4
control,exposure,10,252.7
control,exposure,11,136.3
control,exposure,12,198.0
control,exposure,13,90.3
control,exposure,14,108.9
control,exposure,15,44.1
control,exposure,16,138.4
control,exposure,17,309.4
control,exposure,18,120.3
control,exposure,19,219.4
control,exposure,20,116.2
control,exposure,21,327.3
control,exposure,22,86.8
control,exposure,23,437.0
control,exposure,24,104.6
control,exposure,25,257.9
control,exposure,26,60.7
control,exposure,27,123.8
control,exposure,28,64.4
control,exposure,29,379.0
control,exposure,30,109.5
control,exposure,31,232.8
control,exposure,32,90.7
control,exposure,33,79.1
control,exposure,34,96.5
control,exposure,35,42.2
control,exposure,36,116.4
control,exposure,37,68.6
control,exposure,38,83.4
control,exposure,39,121.4
control,exposure,40,198.2
control,exposure,41,328.3
control,exposure,42,189.4
control,exposure,43,102.3
control,exposure,44,95.3
control,exposure,45,188.2
control,exposure,46,154.0
control,exposure,47,104.0
control,exposure,48,71.0
control,exposure,49,290.9
control,exposure,50,178.1
control,exposure,51,198.1
control,exposure,52,365.9
control,exposure,53,134.0
control,exposure,54,90.2
control,exposure,55,294.1
control,exposure,56,295.9
control,exposure,57,266.1
control,exposure,58,73.7
control,exposure,59,95.8
control,exposure,60,94.3
control,exposure,61,109.2
control,exposure,62,206.6
control,exposure,63,124.2
control,exposure,64,81.4
control,exposure,65,59.2
control,exposure,66,131.2
control,exposure,67,206.2
control,exposure,68,115.6
control,exposure,69,149.1
control,exposure,70,74.9
control,exposure,71,165.2
control,exposure,72,71.6
control,exposure,73,336.9
control,exposure,74,230.0
control,exposure,75,57.8
control,exposure,76,245.5
control,exposure,77,323.3
control,exposure,78,90.9
control,exposure,79,101.8
control,exposure,80,96.7
control,exposure,81,191.2
control,exposure,82,199.8
control,exposure,83,68.1
control,exposure,84,127.5
control,exposure,85,102.5
control,exposure,86,55.5
control,exposure,87,243.8
control,exposure,88,318.5
control,exposure,89,95.6
control,exposure,90,234.8
control,exposure,91,111.2
control,exposure,92,121.8
control,exposure,93,125.7
control,exposure,94,76.6
control,exposure,95,76.9
control,exposure,96,152.1
control,exposure,97,57.1
control,exposure,98,257.4
control,exposure,99,187.0
control,exposure,100,115.5
control,exposure,101,101.0
control,exposure,102,75.7
control,exposure,103,92.9
control,exposure,104,73.0
control,exposure,105,205.4
control,exposure,106,136.2
control,exposure,107,56.6
control,exposure,108,100.3
control,exposure,109,144.1
control,exposure,110,284.4
control,exposure,111,100.7
control,exposure,112,266.5
control,exposure,113,87.6
control,exposure,114,134.5
control,exposure,115,232.1
control,exposure,116,59.8
control,exposure,117,176.7
control,exposure,118,331.3
control,exposure,119,72.7
control,test,0,328.4
control,test,1,52.8
control,test,2,264.8
control,test,3,360.4
control,test,4,243.2
control,test,5,478.7
control,test,6,312.0
control,test,7,313.3
control,test,8,234.6
control,test,9,107.0
control,test,10,288.9
control,test,11,301.4
control,test,12,225.6
control,test,13,320.8
control,test,14,111.8
control,test,15,112.9
control,test,16,338.8
control,test,17,218.2
control,test,18,172.0
control,test,19,54.1
control,test,20,250.0
control,test,21,158.2
control,test,22,102.7
control,test,23,133.5
control,test,24,210.6
control,test,25,325.8
control,test,26,234.1
control,test,27,347.3
control,test,28,338.1
control,test,29,315.4
control,test,30,182.3
control,test,31,225.5
control,test,32,118.2
control,test,33,244.5
control,test,34,219.4
control,test,35,253.6
control,test,36,198.7
control,test,37,303.7
control,test,38,115.9
control,test,39,363.5
control,test,40,196.3
control,test,41,254.5
control,test,42,309.3
control,test,43,275.6
control,test,44,318.5
control,test,45,143.0
control,test,46,269.1
control,test,47,98.1
control,test,48,258.4
control,test,49,120.2
control,test,50,337.6
control,test,51,185.1
control,test,52,190.8
control,test,53,270.5
control,test,54,207.3
control,test,55,90.7
control,test,56,205.3
control,test,57,208.0
control,test,58,165.5
control,test,59,73.9
control,test,60,277.0
control,test,61,314.6
control,test,62,209.6
control,test,63,211.6
control,test,64,53.4
control,test,65,303.9
control,test,66,103.3
control,test,67,70.6
control,test,68,362.8
control,test,69,184.7
control,test,70,205.4
control,test,71,309.2
control,test,72,319.6
control,test,73,309.9
control,test,74,109.9
control,test,75,261.8
control,test,76,291.0
control,test,77,226.5
control,test,78,126.1
control,test,79,301.8
control,exposure,0,329.5
control,exposure,1,76.1
control,exposure,2,331.3
control,exposure,3,149.9
control,exposure,4,224.5
control,exposure,5,79.5
control,exposure,6,137.8
control,exposure,7,158.3
control,exposure,8,57.8
control,exposure,9,231.9
control,exposure,10,141.2
control,exposure,11,83.5
control,exposure,12,87.6
control,exposure,13,77.1
control,exposure,14,109.3
control,exposure,15,162.4
control,exposure,16,55.3
control,exposure,17,415.0
control,exposure,18,91.1
control,exposure,19,303.0
control,exposure,20,87.7
control,exposure,21,79.4
control,exposure,22,111.7
control,exposure,23,278.2
control,exposure,24,54.8
control,exposure,25,80.5
control,exposure,26,171.7
control,exposure,27,180.0
control,exposure,28,251.0
control,exposure,29,97.4
control,exposure,30,193.9
control,exposure,31,82.8
control,exposure,32,83.2
control,exposure,33,358.9
control,exposure,34,128.3
control,exposure,35,91.1
control,exposure,36,85.8
control,exposure,37,280.3
control,exposure,38,200.3
control,exposure,39,76.4
control,exposure,40,78.0
control,exposure,41,261.4
control,exposure,42,47.6
control,exposure,43,295.7
control,exposure,44,291.8
control,exposure,45,83.9
control,exposure,46,163.0
control,exposure,47,98.8
control,exposure,48,108.5
control,exposure,49,174.3
control,exposure,50,186.0
control,exposure,51,236.4
control,exposure,52,56.4
control,exposure,53,90.4
control,exposure,54,88.9
control,exposure,55,154.4
control,exposure,56,91.5
control,exposure,57,300.5
control,exposure,58,103.7
control,exposure,59,62.2
control,exposure,60,154.3
control,exposure,61,77.7
control,exposure,62,146.5
control,exposure,63,179.5
control,exposure,64,97.4
control,exposure,65,354.0
control,exposure,66,99.1
control,exposure,67,227.4
control,exposure,68,90.8
control,exposure,69,60.8
control,exposure,70,248.0
control,exposure,71,125.7
control,exposure,72,84.4
control,exposure,73,273.9
control,exposure,74,181.4
control,exposure,75,93.2
control,exposure,76,99.8
control,exposure,77,311.0
control,exposure,78,193.5
control,exposure,79,71.7
control,exposure,80,117.8
control,exposure,81,102.9
control,exposure,82,269.4
control,exposure,83,107.6
control,exposure,84,111.1
control,exposure,85,229.0
control,exposure,86,409.2
control,exposure,87,90.8
control,exposure,88,330.7
control,exposure,89,240.6
control,exposure,90,102.2
control,exposure,91,120.8
control,exposure,92,133.7
control,exposure,93,108.8
control,exposure,94,90.8
control,exposure,95,211.0
control,exposure,96,155.0
control,exposure,97,310.3
control,exposure,98,165.5
control,exposure,99,90.1
control,exposure,100,89.2
control,exposure,101,280.5
control,exposure,102,135.3
control,exposure,103,96.5
control,exposure,104,110.4
control,exposure,105,108.1
control,exposure,106,92.9
control,exposure,107,318.9
control,exposure,108,163.5
control,exposure,109,392.4
control,exposure,110,103.6
control,exposure,111,53.7
control,exposure,112,142.4
control,exposure,113,70.7
control,exposure,114,121.0
control,exposure,115,70.2
control,exposure,116,220.9
control,exposure,117,59.5
control,exposure,118,232.0
control,exposure,119,96.6
control,test,0,135.9
control,test,1,219.6
control,test,2,257.4
control,test,3,237.3
control,test,4,229.3
control,test,5,271.5
control,test,6,97.8
control,test,7,226.4
control,test,8,333.0
control,test,9,257.5
control,test,10,359.2
control,test,11,220.1
control,test,12,314.8
control,test,13,266.5
control,test,14,100.9
control,test,15,303.2
control,test,16,72.4
control,test,17,347.1
control,test,18,201.1
control,test,19,458.2
control,test,20,143.1
control,test,21,338.5
control,test,22,115.0
control,test,23,249.9
control,test,24,328.0
control,test,25,252.7
control,test,26,281.7
control,test,27,204.7
control,test,28,58.4
control,test,29,204.6
control,test,30,169.0
control,test,31,208.2
control,test,32,362.6
control,test,33,74.7
control,test,34,131.2
control,test,35,287.7
control,test,36,277.0
control,test,37,65.5
control,test,38,281.8
control,test,39,164.9
control,test,40,222.5
control,test,41,412.0
control,test,42,144.7
control,test,43,339.0
control,test,44,66.1
control,test,45,256.3
control,test,46,317.1
control,test,47,91.5
control,test,48,207.2
control,test,49,143.3
control,test,50,204.5
control,test,51,210.7
control,test,52,213.7
control,test,53,283.4
control,test,54,256.7
control,test,55,194.1
control,test,56,212.6
control,test,57,150.1
control,test,58,295.6
control,test,59,270.5
control,test,60,270.6
control,test,61,86.3
control,test,62,250.2
control,test,63,397.3
control,test,64,155.1
control,test,65,290.2
control,test,66,197.9
control,test,67,313.7
control,test,68,335.8
control,test,69,219.3
control,test,70,291.4
